Sample_ID,Model,System_Prompt,Question,Context,Ground_Truth_Answer,Extract_EN
208,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Cần làm gì khi gặp phản ứng phụ dị ứng của thuốc Cefpodoxim?,"Thuốc Cefpodoxim dung nạp tốt, hầu hết các tác dụng phụ từ nhẹ đến vừa trên đường tiêu hóa, trên da và qua nhanh. Tác dụng phụ ở trẻ tương tự như người lớn. Thường gặp: - Tiêu hóa: buồn nôn, nôn, tiêu chảy, đau bụng, viêm đại tràng màng giả.
- Thần kinh trung ương: đau đầu.
- Da: phát ban, nổi mày đay, ngứa.
- Niệu – sinh dục: nhiễm nấm âm đạo. Ít gặp: - Phản ứng dị ứng: Phản ứng như bệnh huyết thanh với phát ban, sốt, đau khớp và phản ứng phản vệ.
- Da: Ban đỏ đa dạng.
- Gan: Rối loạn enzym gan, viêm gan và vàng da ứ mật tạm thời. Hướng dẫn cách xử trí: Ngừng điều trị bằng cefpodoxim.","Khi gặp phản ứng phụ dị ứng của thuốc Cefpodoxim, cần ngừng điều trị bằng Cefpodoxim.",Ngừng điều trị thuốc Cefpodoxim ngay lập tức.
209,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Công dụng của thuốc A.t Domperidon là gì?,A.t Domperidon là sản phẩm được sản xuất bởi công ty Cổ phần Dược phẩm An Thiên. Đây là một thuốc chống nôn hiệu quả cũng như điều trị một số vấn đề khác trên hệ tiêu hóa.,Thuốc A.t Domperidon là một liệu pháp chống nôn hiệu quả cũng như điều trị một số vấn đề khác trên hệ tiêu hóa.,Thuốc A.t Domperidon có tác dụng chống nôn hiệu quả và điều trị một số vấn đề khác trên hệ tiêu hóa.
210,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Ampicillin Mekophar có tác dụng đối với những vi khuẩn nào?,"Thuốc Ampicillin Mekophar dùng để điều trị trong các trường hợp nhiễm khuẩn bởi các vi khuẩn nhạy cảm. Điển hình là các bệnh nhiễm khuẩn hô hấp (tai – mũi – họng), viêm phế quản, viêm phổi, nhiễm khuẩn đường niệu, bệnh lậu, nhiễm khuẩn phụ khoa, viêm phúc mạc, viêm màng não, viêm màng trong tim, nhiễm khuẩn máu, sốt thương hàn, nhiễm khuẩn đường tiêu hóa.",Ampicillin Mekophar có tác dụng đối với các vi khuẩn nhạy cảm.,Ampicillin Mekophar có tác dụng đối với các vi khuẩn nhạy cảm.
211,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Cách dùng thuốc Aceclofenac STADA 100 mg hiệu quả?,"- Thuốc Aceclofenac STADA 100 mg được bào chế ở dạng viên nén bao phim và được dùng bằng đường uống.
- Nên uống nguyên viên thuốc với lượng đủ nước.
- Lưu ý, tốt nhất nên uống thuốc trong hoặc sau khi ăn.","Uống nguyên viên thuốc với lượng đủ nước, tốt nhất là trong hoặc sau bữa ăn.",Thuốc Aceclofenac STADA 100 mg được dùng bằng đường uống.
212,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Đối với trẻ em, liều dùng của thuốc Agi-Calci là bao nhiêu?","Thiếu hoặc tăng nhu cầu calci - Đối với trẻ em: Uống 1/2 – 1 viên/ngày.
- Đối với người lớn: Uống 1 – 2 viên/ngày. Phòng và điều trị bệnh loãng xương - Người lớn: Uống 1 – 2 viên/ngày, có thể tăng liều theo chỉ định của bác sĩ. Lưu ý: Liều dùng trên chỉ được dùng để tham khảo. Liều dùng cụ thể còn tùy thuộc vào thể trạng và mức độ diễn tiến của bệnh. Để có liều dùng phù hợp, bạn cần tham khảo kĩ ý kiến bác sĩ hoặc chuyên viên y tế.",Uống 1/2 – 1 viên/ngày.,"Đối với trẻ em, liều dùng của thuốc Agi-Calci là 1/2 – 1 viên/ngày."
213,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Diorophyl được dùng để điều trị triệu chứng nào cho người lớn tuổi?,"Diorophyl có thể điều trị triệu chứng chóng mặt ở người lớn. Với đối tượng người lớn tuổi, thuốc có thể điều trị:1 - Suy giảm trí nhớ.
- Kém tập trung, thiếu tỉnh táo.
- Rối loạn hành vi.
- Thay đổi khí sắc.
- Sa sút trí tuệ do nhồi máu não.","Diorophyl có thể điều trị các triệu chứng suy giảm trí nhớ, kém tập trung, thiếu tỉnh táo, rối loạn hành vi, thay đổi khí sắc và sa sút trí tuệ do nhồi máu não cho người lớn tuổi.",Diorophyl được dùng để điều trị triệu chứng chóng mặt cho người lớn tuổi.
214,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Avalo được bảo quản như thế nào?,"Bảo quản thuốc ở nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp. Để thuốc xa tầm tay trẻ em. Lưu ý hạn sử dụng thuốc 36 tháng kể từ ngày sản xuất. Avalo là thuốc tránh thai với thành phần chính là Levonorgestrel. Bạn cần phải đảm bảo uống thuốc đúng thời điểm, đúng chỉ định để đạt được hiệu quả tối ưu nhất. Trong trường hợp quên liều thuốc, bạn cần thông báo cho bác sĩ để được tư vấn thêm về 1 phương pháp tránh thai phụ.","Avalo cần được bảo quản ở nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp.","Avalo được bảo quản ở nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp."
215,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Thuốc Be-Stedy 16 có tác động như thế nào đối với bệnh nhân hen phế quản?,"Đối tượng cần thận trọng khi dùng thuốc Be-Stedy 16 là người có tiền sử loét dạ dày tá tràng. Ngoài ra, hoạt chất betahistine có bằng chứng lâm sàng không dung nạp một ít ở bệnh nhân hen phế quản. Do đó, những bệnh nhân này cần được theo dõi cẩn thận trong quá trình điều trị bằng thuốc Be-Stedy 16.",Hoạt chất betahistine có bằng chứng lâm sàng không dung nạp một ít ở bệnh nhân hen phế quản.,"Thuốc Be-Stedy 16 có tác dụng làm giảm lượng nước tích tụ trong dạ dày tá tràng, do đó có thể làm giảm nguy cơ loét dạ dày tá tràng."
216,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Người bị rối loạn đông máu và đang có xuất huyết có được dùng Cebrex không?,"Không dùng Cebrex với các đối tượng sau: - Trẻ em dưới 12 tuổi.
- Người có rối loạn đông máu, đang có xuất huyết.
- Người mẫn cảm với bất cứ thành phần nào của thuốc.",Người bị rối loạn đông máu và đang có xuất huyết chống chỉ định dùng Cebrex vì thuốc có thể làm tăng nguy cơ chảy máu.,"Không, người bị rối loạn đông máu và đang có xuất huyết không được dùng Cebrex."
217,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Alpha-Chymotrypsin 4200 IU có tác dụng gì?,"Alpha-Chymotrypsin 4200 IU là thuốc dùng để kháng viêm và điều trị phù nề dạng men trong các trường hợp cụ thể dưới đây: Điều trị các trường hợp viêm sưng, phù nề do áp xe, loét, do chấn thương hay sau phẫu thuật như: - Tổn thương mô mềm.
- Chấn thương cấp.
- Nhiễm trùng.
- Phù nề mí mắt.
- Chấn thương do vận động.",Alpha-Chymotrypsin 4200 IU là thuốc dùng để kháng viêm và điều trị phù nề dạng men trong các trường hợp cụ thể.,Alpha-Chymotrypsin 4200 IU có tác dụng kháng viêm và điều trị phù nề dạng men.
218,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Khi nào dùng thuốc có chứa axit glutamic?,"Bản chất của axit glutamic là một chất dẫn truyền thần kinh. Do đó, thuốc được dùng trong những trường hợp: - Giúp điều trị các chứng suy nhược thần kinh do thiếu hụt axit glutamic như: Mất ngủ. Nhức đầu, chóng mặt. Ù tai.
- Mất ngủ.
- Nhức đầu, chóng mặt.
- Ù tai.
- Ngoài ra, loại axit này còn giúp điều trị tình trạng suy sụp thần kinh, mệt mỏi, suy nhược cơ thể và tinh thần do làm việc quá độ hoặc trong thời kỳ dưỡng bệnh.","Thuốc có chứa axit glutamic được sử dụng trong các trường hợp mất ngủ; nhức đầu, chóng mặt; ù tai; suy sụp thần kinh; mệt mỏi; suy nhược cơ thể và tinh thần do làm việc quá độ hoặc trong thời kỳ dưỡng bệnh.","Thuốc có chứa axit glutamic được dùng trong các trường hợp: Giúp điều trị các chứng suy nhược thần kinh do thiếu hụt axit glutamic như: Mất ngủ. Nhức đầu, chóng mặt. ù tai. Mất ngủ. Nhức đầu, chóng mặt. ù tai. Ngoài ra, loại axit này còn giúp điều trị tình trạng suy sụp thần kinh, mệt mỏi, suy nhược cơ thể và tinh thần do làm việc quá độ hoặc trong thời kỳ dưỡng bệnh."
219,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Khi dùng quá liều Amoxicillin Domesco có thể xuất hiện tình trạng gì?,"Khi bị quá liều sẽ có các triệu chứng tâm thần kinh, rối loạn tiêu hóa, tiểu ra tinh thể. Khi đó, cần ngưng sử dụng thuốc và đến ngay cơ sở y tế gần nhất để được hỗ trợ kịp thời.","Quá liều Amoxicillin Domesco có thể gây ra triệu chứng tâm thần kinh, rối loạn tiêu hóa và tiểu ra tinh thể.","Khi dùng quá liều Amoxicillin Domesco có thể xuất hiện các triệu chứng tâm thần kinh, rối loạn tiêu hóa, tiểu ra tinh thể."
220,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Tác dụng an thần của thuốc Decolgen Forte duy trì trong khoảng thời gian bao lâu?,"Paracetamon tương đối không độc ở liều điều trị. Phản ứng ngoài da gồm ban sẩn ngứa, mề đay hiếm khi ghi nhận. Thuốc có thể gây kích thích thần kinh trung ương nhẹ, đặc biệt lưu ý những bệnh nhân quá mẫn cảm với các tác động của thuốc cường giao cảm. Tác dụng an thần có thể xảy ra nhưng sẽ giảm sau vài ngày.",Tác dụng an thần có thể xảy ra nhưng sẽ giảm sau vài ngày.,Tác dụng an thần của thuốc Decolgen Forte sẽ giảm sau vài ngày.
221,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Diane-35 là loại thuốc gì và có tác dụng gì?,"Diane-35 có dạng viên nén bao đường màu cam nhạt (be), tròn với hai mặt lồi, chứa ethinylestradiol (0,035 mg) và cyproteron acetat (2 mg). Diane-35 dùng để điều trị: - Mụn trứng cá mức độ vừa đến nặng do nhạy cảm với androgen.
- Chứng rậm lông ở phụ nữ tuổi sinh sản. Tuy nhiên chỉ nên sử dụng Diane-35 khi các phương pháp điều trị khác không có hiệu quả. Ngoài ra do thuốc cũng có tác dụng như thuốc tránh thai hàng ngày do ức chế sự rụng trứng và thay đổi chất nhầy cổ tử cung. Do đó, không sử dụng thuốc chung với các thuốc tránh thai hàng ngày khác. >> Xem thêm: Những thắc mắc thường gặp của chị em về thuốc tránh thai hàng ngày",Diane-35 là thuốc dùng để điều trị mụn trứng cá mức độ vừa đến nặng do nhạy cảm với androgen và chứng rậm lông ở phụ nữ tuổi sinh sản.,Diane-35 là thuốc điều trị mụn trứng cá mức độ vừa đến nặng do nhạy cảm với androgen và chứng rậm lông ở phụ nữ tuổi sinh sản.
222,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Nên làm thế nào khi gặp tác dụng phụ nghiêm trọng của Coveram?,"Nếu bạn gặp các phản ứng sau đây, hãy ngưng thuốc ngay và lập tức báo cáo với bác sĩ: - Thở khò khè, đau ngực, thở nông hoặc khó thở.
- Sưng mí mắt, mặt hoặc môi.
- Sưng lưỡi và họng, có thể gây khó thở.
- Phản ứng quá mẫn trên da: ban đỏ trên da, phát ban, nốt đỏ khắp cơ thể, ngứa nhiều, mụn nước rộp da, tróc vảy và sưng da, viêm màng nhày hoặc các phản ứng dị ứng khác.
- Chóng mặt nhiều hoặc ngất.
- Cơn đau tim, nhịp tìm nhanh bắt thường hoặc không đều.
- Viêm tụy, có thể gây đau bụng nghiêm trọng và đau lưng, kèm theo cảm giác khó chịu. Một số tác dụng phụ phố biến khác: - Đau đầu, choáng váng, buồn ngủ (đặc biệt trong giai đoạn đầu điều trị), chóng mặt.
- Cảm giác tê bì, kiến bò ở các chi, rối loạn thị giác (bao gồm nhìn đôi), ù tai.
- Đánh trống ngực (cảm giác tim đập hồi hộp), bừng đỏ, chóng mặt, hạ huyết áp.
- Ho, thở nông.
- Buồn nôn, nôn, đau bụng, rối loạn vị giác, khó tiêu, tiêu chảy, táo bón.
- Phản ứng dị ứng (phát ban da, ngứa).
- Chuột rút, mệt mỏi, cảm giác yếu, sưng phù mắt cá chân. Nếu bất kỳ tác dụng phụ nào gây khó chịu hoặc kéo dài trên một tuần, bạn nên báo với bác sĩ.",Ngưng thuốc ngay và lập tức báo cáo bác sĩ nếu gặp các tác dụng phụ nghiêm trọng của Coveram.,"Nếu gặp tác dụng phụ nghiêm trọng của Coveram, bạn nên ngưng thuốc ngay và lập tức báo cáo với bác sĩ."
223,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Còn những nhóm người nào không nên sử dụng thuốc Allopurinol?,#NAME?,"Phụ nữ có thai và cho con bú, ngoài ra, không dùng Allopurinol trong điều trị cơn gút cấp.","Những người dị ứng với allopurinol hoặc dị ứng với bất cứ thành phần nào có trong công thức của thuốc, phụ nữ có thai và cho con bú, không được kết hợp với xanturic, không dùng Allopurinol trong điều trị cơn gút cấp."
224,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Thuốc Aclasta có tác dụng gì đối với phụ nữ sau mãn kinh?,#NAME?,"Thuốc Aclasta giúp làm tăng mật độ chất khoáng của xương, làm giảm tỷ lệ gãy xương đùi, gãy xương đốt sống và gãy xương ngoài đốt sống.","Thuốc Aclasta có tác dụng làm tăng mật độ chất khoáng của xương, làm giảm tỷ lệ gãy xương đùi, gãy xương đốt sống và gãy xương ngoài đốt sống."
225,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Công dụng của hoạt chất Bevacizumab có trong Avastin là gì?,"Bevacizumab là kháng thể đơn dòng VEGF – A (vascular endothelial growth factor: yếu tố tăng trưởng nội mạc mạch máu). Hoạt chất này có tác dụng ức chế sự tân tạo mạch máu. Vì thế, nó được ứng dụng trong liệu pháp ức chế tân sinh mạch trúng đích. Đây là phương pháp điều trị ung thư mới.1","Hoạt chất Bevacizumab trong Avastin có tác dụng ức chế sự tân tạo mạch máu nên được dùng trong liệu pháp ức chế tân sinh mạch trúng đích, đây là phương pháp điều trị ung thư mới.",Hoạt chất Bevacizumab có tác dụng ức chế sự tân tạo mạch máu.
